BF	No_of_unique_perms
1111000111110111	4
1111000111111111	12
1111001000000000	24
1111001000100000	12
1111001000100010	12
1111001000110000	24
1111001000110010	24
1111001010100000	12
1111001010100010	24
1111001010110000	12
1111001010110010	24
1111001011110000	12
1111001011110011	24
1111001011111010	12
1111001011111011	12
1111001011111111	24
1111001100010000	24
1111001100010001	24
1111001100100000	24
1111001100100010	24
1111001100110001	12
1111001100110010	12
1111001101010000	12
1111001101010001	12
1111001101110000	24
1111001101110001	24
1111001101110011	24
1111001110100000	24
1111001110100010	12
1111001110110000	24
1111001110110010	12
1111001110110011	12
1111001111110001	24
1111001111110010	12
1111001111110111	12
1111001111111011	24
1111010000000000	24
1111010001000000	12
1111010001000100	12
1111010001010000	24
1111010001010100	24
1111010011000000	12
1111010011000100	24
1111010011010000	12
1111010011010100	24
1111010011110000	12
1111010011110101	24
1111010011111100	12
1111010011111101	12
1111010011111111	24
1111010100010000	24
1111010100010001	24
1111010100110000	12
1111010100110001	12
1111010101000000	24
1111010101000100	24
1111010101010001	12
1111010101010100	12
1111010101110000	24
1111010101110001	24
1111010101110101	24
1111010111000000	24
1111010111000100	12
1111010111010000	24
1111010111010100	12
1111010111010101	12
1111010111110001	24
1111010111110100	12
1111010111110111	12
1111010111111101	24
1111011100000000	12
1111011100010000	12
1111011100010001	12
1111011100110000	24
1111011100110001	24
1111011100110011	24
1111011101010000	24
1111011101010001	24
1111011101010101	24
1111011101110000	6
1111011101110001	6
1111011101110011	12
1111011101110101	12
1111011101110111	6
1111011111110000	12
1111011111110001	12
1111011111110011	24
1111011111110101	24
1111011111111111	4
1111100000000000	12
1111100010000000	6
1111100010001000	3
1111100010100000	12
1111100010101000	12
1111100011000000	12
1111100011001000	12
1111100011100000	4
1111100011101000	12
1111100011110000	4
1111100011111010	24
1111100011111100	24
1111100011111110	12
1111100011111111	12
1111101000100000	12
1111101000100010	24
1111101000110000	24
1111101000110010	12
1111101010000000	12
1111101010001000	12
1111101010100010	12
1111101010101000	12
1111101010110000	12
1111101010110010	12
1111101010111010	24
1111101011000000	12
1111101011001000	3
1111101011100000	12
1111101011101000	6
1111101011101010	12
1111101011110010	24
1111101011111000	12
1111101011111011	6
1111101011111110	12
1111101100000000	12
1111101100100000	12
1111101100100010	24
1111101100110000	24
1111101100110010	12
1111101100110011	12
1111101110100000	12
1111101110100010	12
1111101110101010	24
1111101110110000	12
1111101110110010	4
1111101110110011	4
1111101110111010	12
1111101110111011	12
1111101111110000	24
1111101111110010	12
1111101111110011	12
1111101111111010	12
1111101111111111	6
1111110001000000	12
1111110001000100	24
1111110001010000	24
1111110001010100	12
1111110010000000	12
1111110010001000	12
1111110010100000	12
1111110010101000	3
1111110011000100	12
1111110011001000	12
1111110011010000	12
1111110011010100	12
1111110011011100	24
1111110011100000	12
1111110011101000	6
1111110011101100	12
1111110011110100	24
1111110011111000	12
1111110011111101	6
1111110011111110	12
1111110100000000	12
1111110101000000	12
1111110101000100	24
1111110101010000	24
1111110101010100	12
1111110101010101	12
1111110111000000	12
1111110111000100	12
1111110111001100	24
1111110111010000	12
1111110111010100	4
1111110111010101	4
1111110111011100	12
1111110111011101	12
1111110111110000	24
1111110111110100	12
1111110111110101	12
1111110111111100	12
1111110111111111	6
1111111000000000	4
1111111010000000	4
1111111010001000	12
1111111010100000	12
1111111010101000	6
1111111010101010	12
1111111011000000	12
1111111011001000	6
1111111011001100	12
1111111011100000	6
1111111011101000	1
1111111011101010	4
1111111011101100	4
1111111011101110	6
1111111011110000	12
1111111011111000	4
1111111011111010	6
1111111011111100	6
1111111011111111	4
1111111100000001	4
1111111100000010	12
1111111100000100	12
1111111100000111	12
1111111100001000	12
1111111100001011	24
1111111100001101	24
1111111100001110	12
1111111100010000	12
1111111100010011	12
1111111100010101	12
1111111100010111	4
1111111100011111	12
1111111100100000	12
1111111100100011	24
1111111100101010	12
1111111100101011	12
1111111100101111	24
1111111100110001	24
1111111100110010	12
1111111100110111	12
1111111100111011	24
1111111101000000	12
1111111101000101	24
1111111101001100	12
1111111101001101	12
1111111101001111	24
1111111101010001	24
1111111101010100	12
1111111101010111	12
1111111101011101	24
1111111101110000	12
1111111101110001	12
1111111101110011	24
1111111101110101	24
1111111101111111	4
1111111110000000	4
1111111110001010	24
1111111110001100	24
1111111110001110	12
1111111110001111	12
1111111110100010	24
1111111110101000	12
1111111110101011	6
1111111110101110	12
1111111110110000	24
1111111110110010	12
1111111110110011	12
1111111110111010	12
1111111110111111	6
1111111111000100	24
1111111111001000	12
1111111111001101	6
1111111111001110	12
1111111111010000	24
1111111111010100	12
1111111111010101	12
1111111111011100	12
1111111111011111	6
1111111111100000	12
1111111111101000	4
1111111111101010	6
1111111111101100	6
1111111111101111	4
1111111111110001	6
1111111111110010	12
1111111111110100	12
1111111111110111	6
1111111111111000	6
1111111111111011	4
1111111111111101	4
1111111111111110	1
